Emp.No,Name,Retirement,Sex,Age,Tenure,Hiring.Source,University,Univ.GPA,Education.Level,Biz.Location,Job.Family,Team,Is.Manager,OverTime,Performance.Score,Unused.Vacation,Cognitive.Score,Endurance.Score,Execution.Score,Manager.Vision,Manager.Communication,Manager.Execution,Engagement.Score,Sales.Amount
4448,John614,No,Male,32,14.1,Job Board,PEKING UNIVERSITY,70.75,Doctor,Tokyo,Research,Quality Assurance,No,35,45.4,5,69,91,66,31,33,8,40.1,NA
5189,John615,No,Male,34,16.2,Intern,NAGOYA UNIVERSITY,75.78,HighSchool,Singapore,Marketing,Manufacturing,No,26,26.2,16,78,66,70,13,24,26,40.8,16165
810,Jane616,No,Female,29,15.1,Job Board,SEOUL NATIONAL UNIVERSITY,84.44,Bachelor,Singapore,Research,Tech Support,No,5,54.1,11,79,90,80,1,15,39,45.1,NA
5040,John617,No,Male,33,15.5,Job Board,SEOUL NATIONAL UNIVERSITY,85.11,Bachelor,Singapore,Manufacturing,Manufacturing,No,183,42.4,7,92,72,100,24,22,48,44.5,NA
4106,John618,No,Male,32,10.6,Job Board,STANFORD UNIVERSITY,71.33,Doctor,USA,Manufacturing,Tech Support,No,153,33.1,9,98,75,86,1,11,24,40.5,NA
4424,John619,Yes,Male,32,11.1,Intern,THE UNIVERSITY OF TOKYO,82.79,HighSchool,Shanghai,Research,Quality Assurance,No,209,67.1,6,85,96,97,48,18,41,44.8,NA
4709,John620,No,Male,30,11,Job Board,MIT,87.78,Bachelor,Tokyo,Manufacturing,Manufacturing,No,257,43.6,20,95,99,70,17,15,29,41,NA
426,Jane621,Yes,Female,39,21.3,Job Board,UNIVERSITY OF CAMBRIDGE,76.44,Bachelor,Singapore,Marketing,Finance,No,184,68.3,6,77,67,93,46,14,86,51.8,65285
5460,Jane622,No,Female,36,18.6,Job Board,NAGOYA UNIVERSITY,74.89,Bachelor,Shanghai,Marketing,Legal,No,176,54.4,1,72,67,98,46,35,70,47,45115
4820,John623,No,Male,31,9.6,Job Board,MIT,82,Doctor,Tokyo,Manufacturing,Finance,No,179,44.4,11,76,82,97,41,24,80,52.7,NA
1630,John624,No,Male,42,22.9,Job Board,UNIVERSITY OF SUSSEX,77.56,Master,Tokyo,Marketing,Manufacturing,No,119,65.8,12,94,79,90,23,39,73,51.5,109999
4632,Jane625,No,Female,29,14.9,Job Board,UNIVERSITY OF CAMBRIDGE,75.58,Master,Singapore,Research,Manufacturing,No,143,47.5,11,79,71,98,17,35,36,49.3,NA
4770,John626,No,Male,28,8,Job Board,PEKING UNIVERSITY,82.33,Master,Tokyo,Research,Tech Support,No,75,46.1,22,73,84,86,23,5,31,41,NA
2857,John627,Yes,Male,39,19.4,Job Board,KYOTO UNIVERSITY,80.67,Master,Tokyo,Marketing,Marketing,No,186,39.2,17,82,77,65,89,27,20,46.9,92932
1136,John628,No,Male,47,31.7,Job Board,STANFORD UNIVERSITY,79.33,Bachelor,Shanghai,Manufacturing,Manufacturing,No,231,44,24,89,75,99,11,13,22,44.2,NA
5442,John629,No,Male,34,14.8,Job Board,THE UNIVERSITY OF TOKYO,82.22,Bachelor,Seoul,Manufacturing,Manufacturing,No,259,83.1,10,97,89,93,13,27,4,51,NA
3601,John630,No,Male,39,19.8,Job Board,PEKING UNIVERSITY,82.22,Doctor,Singapore,Research,Tech Support,No,105,45.2,18,82,95,92,15,15,39,41.3,NA
2153,John631,No,Male,41,19.8,Job Board,KYOTO UNIVERSITY,79.33,Master,Shanghai,Marketing,Human Resources,No,91,72.5,6,100,98,81,79,77,69,65.2,186619
5129,John632,No,Male,29,10.7,Intern,PRINCETON UNIVERSITY,84,Bachelor,Tokyo,Research,Manufacturing,No,69,51.3,18,79,96,72,13,22,28,44.2,NA
322,John633,No,Male,36,16.6,Job Board,UNIVERSITY OF CAMBRIDGE,98.22,Bachelor,Singapore,Administration,Manufacturing,No,100,33.9,17,73,90,94,7,30,42,45.5,NA
1031,John634,No,Male,36,16.9,Job Board,OSAKA UNIVERSITY,87.11,Bachelor,USA,Marketing,Biz Dev,No,113,36.1,15,67,72,73,12,31,1,40.7,56439
3225,John635,No,Male,43,25.8,Special,UNIVERSITY OF SUSSEX,83.78,Master,Tokyo,Administration,Manufacturing,No,126,51.7,6,88,73,76,22,22,16,42.6,NA
5167,John636,No,Male,46,26.1,Job Board,UNIVERSITY OF PENNSYLVANIA,88.89,Bachelor,Tokyo,Manufacturing,Manufacturing,No,207,28.8,24,96,98,81,11,26,32,43.1,NA
2982,John637,No,Male,41,34,Special,OSAKA UNIVERSITY,83.33,Bachelor,USA,Research,Tech Support,Yes,104,46,13,74,74,72,24,6,0,37.9,NA
5051,John638,No,Male,28,9.1,Intern,MIT,78.67,Bachelor,Singapore,Manufacturing,Biz Dev,No,186,27.6,25,68,69,72,28,47,36,54.8,NA
2045,John639,No,Male,42,20.9,Job Board,PEKING UNIVERSITY,81.56,Bachelor,Tokyo,Manufacturing,Human Resources,No,213,64,20,96,66,80,81,77,22,63.2,NA
2259,John640,No,Male,42,24.6,Special,UNIVERSITY OF PENNSYLVANIA,74.89,2-Year College,Singapore,Marketing,Tech Support,No,118,31.6,24,75,70,73,20,7,65,41.9,119016
4536,John641,No,Male,33,15.2,Job Board,UNIVERSITY OF CAMBRIDGE,75.78,Bachelor,Shanghai,Research,Marketing,No,28,46.2,7,88,87,70,91,72,31,64.8,NA
5110,John642,No,Male,43,25,Job Board,OSAKA UNIVERSITY,92.22,HighSchool,Amsterdam,Marketing,Marketing,No,56,34.9,22,67,81,67,92,74,13,61.4,129046
115,John643,No,Male,32,22.5,Job Board,THE UNIVERSITY OF TOKYO,81.78,Bachelor,Tokyo,Research,Manufacturing,Yes,28,47.9,4,83,90,83,19,35,22,49,NA
2518,John644,No,Male,48,28.6,Special,NAGOYA UNIVERSITY,76.89,Bachelor,USA,Research,Tech Support,No,65,40.5,12,69,94,88,34,17,14,43.3,NA
71,John645,No,Male,34,17.8,Job Board,MIT,67.11,Bachelor,Tokyo,Research,Manufacturing,No,42,64.1,11,94,99,75,20,27,26,55.6,NA
3748,John646,No,Male,37,18.1,Job Board,SEOUL NATIONAL UNIVERSITY,82,Master,Singapore,Manufacturing,Quality Assurance,No,239,36.9,11,68,93,82,64,53,37,49.8,NA
1137,Jane647,No,Female,25,9.5,Intern,CORNELL UNIVERSITY,89.11,Bachelor,Tokyo,Marketing,Tech Support,No,38,42.7,4,100,67,90,6,8,25,35.2,18191
2674,John648,No,Male,43,27,Job Board,UNIVERSITY OF CAMBRIDGE,71.33,Doctor,USA,Research,Quality Assurance,No,28,40.4,15,68,83,78,20,32,48,44.7,NA
3785,John649,No,Male,39,19,Intern,PEKING UNIVERSITY,75.56,Master,Shanghai,Administration,Biz Dev,No,59,38.5,9,82,87,71,18,60,17,48.6,NA
4465,John650,No,Male,31,24.9,Intern,LEIDEN UNIVERSITY,74.67,HighSchool,Tokyo,Manufacturing,Human Resources,Yes,238,49.6,16,91,83,74,80,78,32,66.4,NA
3121,John651,No,Male,38,22.9,Job Board,UNIVERSITY OF CHICAGO,74.44,Master,USA,Administration,Finance,No,52,17.8,10,70,66,86,62,11,67,51.4,NA
15,Jane652,No,Female,30,24.3,Job Board,DUKE UNIVERSITY,76,Master,Tokyo,Marketing,Tech Support,Yes,54,57.6,8,68,82,82,25,13,68,53.3,55646
5508,John653,Yes,Male,28,10,Job Board,THE UNIVERSITY OF TOKYO,88.84,Bachelor,Amsterdam,Research,Marketing,No,250,33.2,4,84,83,94,89,19,6,45.4,NA
2163,John654,No,Male,43,23.3,Job Board,UNIVERSITY OF CAMBRIDGE,79.77,Bachelor,Singapore,Manufacturing,Marketing,No,153,38.2,4,85,78,68,88,75,35,66.9,NA
4680,John655,No,Male,30,13.1,Intern,DUKE UNIVERSITY,90.47,Master,Tokyo,Research,Manufacturing,No,39,51.7,16,85,70,65,19,29,18,49.5,NA
280,John656,Yes,Male,37,16.6,Overseas,SOGANG UNIVERSITY,86.44,Bachelor,Tokyo,Research,Tech Support,No,202,43,22,92,87,65,1,14,34,34.8,NA
1047,Jane657,No,Female,39,19.9,Job Board,THE UNIVERSITY OF TOKYO,71.56,Bachelor,Tokyo,Marketing,Manufacturing,No,20,53.3,12,88,87,80,15,26,67,50.4,95715
1909,John658,No,Male,41,24.1,Job Board,THE UNIVERSITY OF TOKYO,67.11,Bachelor,USA,Marketing,Manufacturing,No,79,60.6,7,88,94,96,25,11,12,38.1,79917
1499,John659,Yes,Male,41,24.3,Overseas,UNIVERSITY OF CAMBRIDGE,75.78,Bachelor,Amsterdam,Research,Biz Dev,No,257,61.7,11,80,87,73,30,16,26,42.5,NA
1770,Jane660,No,Female,43,27.3,Job Board,PEKING UNIVERSITY,81.56,Bachelor,Shanghai,Administration,Biz Dev,No,25,44.6,10,78,71,95,16,43,55,46.5,NA
5087,Jane661,No,Female,29,11.8,Job Board,UNIVERSITY OF CHICAGO,74.25,Bachelor,Tokyo,Manufacturing,Marketing,No,120,60,4,92,79,85,93,71,29,66.2,NA
976,John662,No,Male,37,19.2,Overseas,PRINCETON UNIVERSITY,82.5,Bachelor,USA,Marketing,Manufacturing,No,28,50.8,22,89,70,87,11,31,69,51.8,127941
4513,John663,No,Male,44,26.1,Special,MIT,81.56,Master,Tokyo,Research,Quality Assurance,No,95,59.8,11,95,87,75,25,43,38,50.1,NA
2078,John664,No,Male,42,25,Special,STANFORD UNIVERSITY,85.11,2-Year College,Singapore,Research,Marketing,No,80,30.5,17,97,83,96,93,72,62,66.7,NA
5106,Jane665,No,Female,29,12.4,Intern,UNIVERSITY OF OXFORD,88.22,HighSchool,Singapore,Manufacturing,Human Resources,No,156,42.4,12,71,87,87,79,81,58,67.1,NA
784,John666,No,Male,34,13.1,Job Board,OSAKA UNIVERSITY,70.22,HighSchool,Seoul,Manufacturing,Manufacturing,No,402,83.1,0,67,89,63,1,30,12,50.1,NA
1545,John667,No,Male,45,25.9,Job Board,HOKKAIDO UNIVERSITY,81.56,Doctor,Singapore,Research,Tech Support,No,175,37.7,16,74,82,98,21,17,75,45.2,NA
4285,John668,No,Male,49,31.3,Job Board,MIT,83.78,Master,Seoul,Manufacturing,Tech Support,No,457,51.1,9,98,90,70,17,14,4,43,NA
1376,Jane669,No,Female,32,18.6,Job Board,MIT,82.56,Master,Singapore,Marketing,Marketing,No,20,77.8,6,79,86,98,89,73,86,67.2,149987
3981,Jane670,No,Female,37,19.8,Job Board,UNIVERSITY OF CHICAGO,76.44,Master,Singapore,Administration,Finance,No,41,68.6,10,99,72,67,13,73,84,54,NA
5671,John671,No,Male,27,7.1,Intern,PEKING UNIVERSITY,82.67,Bachelor,Singapore,Manufacturing,Manufacturing,No,224,25.1,13,80,97,86,27,6,38,44.5,NA
2077,John672,No,Male,40,19.5,Special,MIT,86.44,Bachelor,Shanghai,Marketing,Quality Assurance,No,62,51.4,18,79,98,62,54,38,67,52.9,201177
1405,John673,No,Male,31,13.9,Job Board,HOKKAIDO UNIVERSITY,76.44,Master,Tokyo,Marketing,Tech Support,No,13,53.8,23,86,95,91,14,14,38,38.9,112599
2170,Jane674,No,Female,37,17.9,Job Board,UNIVERSITY OF PENNSYLVANIA,90.22,HighSchool,Tokyo,Marketing,Tech Support,No,1,48.1,10,78,96,73,9,20,69,47.5,128921
2084,John675,Yes,Male,45,26.2,Job Board,PRINCETON UNIVERSITY,68.37,Bachelor,Tokyo,Research,Legal,No,241,44.3,11,79,75,94,54,24,82,48.8,NA
1053,John676,No,Male,47,26.8,Job Board,KYOTO UNIVERSITY,79.77,Bachelor,Singapore,Manufacturing,Marketing,No,153,38.9,4,92,97,81,89,72,29,66.1,NA
5345,John677,No,Male,32,13.4,Intern,MIT,76.74,Bachelor,USA,Manufacturing,Manufacturing,No,392,33.2,23,67,66,98,30,23,32,49.8,NA
5603,John678,No,Male,28,9.2,Intern,SEOUL NATIONAL UNIVERSITY,82.22,Bachelor,Singapore,Research,Human Resources,No,105,48,10,74,82,88,72,70,24,58,NA
282,Jane679,No,Female,31,13,Job Board,OSAKA UNIVERSITY,79.33,HighSchool,Shanghai,Manufacturing,Marketing,No,135,67.2,2,97,98,69,71,74,23,62.8,NA
1435,John680,No,Male,42,19.3,Job Board,THE UNIVERSITY OF TOKYO,71.56,Doctor,USA,Manufacturing,Tech Support,No,196,31.2,9,79,74,100,29,5,9,41,NA
5237,John681,Yes,Male,38,24.2,Job Board,PEKING UNIVERSITY,79.33,Master,Tokyo,Manufacturing,Tech Support,No,584,23.5,16,76,96,65,1,24,31,35.4,NA
2272,John682,No,Male,36,25.5,Job Board,PEKING UNIVERSITY,75.56,Bachelor,Tokyo,Marketing,Manufacturing,Yes,54,25.4,18,85,80,74,11,32,9,41,60475
1647,John683,No,Male,42,24.7,Job Board,THE UNIVERSITY OF TOKYO,70.67,2-Year College,Shanghai,Administration,Quality Assurance,No,130,25.7,14,89,79,81,13,32,45,42.5,NA
2331,John684,No,Male,40,19.3,Job Board,UNIVERSITY OF OXFORD,87.11,2-Year College,Tokyo,Research,Finance,No,147,46.2,25,73,88,76,54,57,72,59,NA
283,John685,No,Male,36,14.8,Job Board,THE UNIVERSITY OF TOKYO,73.56,Bachelor,Singapore,Research,Tech Support,No,79,50.2,20,85,91,68,0,6,51,46.5,NA
798,John686,No,Male,35,12.3,Overseas,UNIVERSITY OF OXFORD,83.5,Master,Singapore,Manufacturing,Tech Support,No,422,34.8,10,71,86,70,1,12,44,43.4,NA
2070,John687,No,Male,45,26.4,Overseas,PEKING UNIVERSITY,81.56,Master,Tokyo,Manufacturing,Marketing,No,161,49.4,23,89,99,100,94,76,23,67.1,NA
5546,John688,No,Male,27,9.1,Job Board,KYOTO UNIVERSITY,74,Bachelor,Shanghai,Research,Finance,No,91,24.9,8,84,72,88,46,35,71,50.4,NA
829,John689,No,Male,32,13.6,Job Board,SEOUL NATIONAL UNIVERSITY,84.44,Doctor,Tokyo,Marketing,Manufacturing,No,31,62.5,24,88,82,95,7,33,69,52.4,103655
5055,John690,No,Male,31,9.6,Intern,ECOLE NORMALE SUP?RIEURE DE LYON,78.67,Bachelor,USA,Marketing,Tech Support,No,137,42.4,13,99,79,83,15,1,1,36.4,62207
332,Jane691,Yes,Female,48,35.3,Job Board,STANFORD UNIVERSITY,81.11,Bachelor,Amsterdam,Research,Biz Dev,No,151,50.7,13,88,77,86,24,12,11,39.5,NA
2435,John692,No,Male,39,20.3,Job Board,"	EMORY UNIVERSITY",89.11,2-Year College,Tokyo,Marketing,Manufacturing,No,81,65.4,11,68,97,96,5,24,21,39.4,178057
2609,Jane693,No,Female,42,26.7,Job Board,CORNELL UNIVERSITY,73.72,Bachelor,Singapore,Marketing,Marketing,No,20,51.8,13,97,66,93,92,72,85,67.2,75194
4266,John694,No,Male,33,12,Job Board,STANFORD UNIVERSITY,81.4,Bachelor,Tokyo,Research,Legal,No,110,47,13,84,87,87,60,18,75,49.5,NA
2555,John695,No,Male,41,21.5,Job Board,STANFORD UNIVERSITY,88.22,Bachelor,Tokyo,Research,Tech Support,No,58,48.6,6,87,75,97,28,19,23,47.7,NA
3473,John696,No,Male,37,15.8,Job Board,STANFORD UNIVERSITY,83.56,Bachelor,Singapore,Manufacturing,Tech Support,No,237,43.9,12,76,71,86,32,8,51,47.5,NA
4315,John697,No,Male,48,30.1,Job Board,UNIVERSITY OF CHICAGO,89.33,Master,Singapore,Marketing,Marketing,No,76,69.1,2,96,97,67,93,71,38,65.3,142780
1023,Jane698,No,Female,26,8.3,Job Board,DUKE UNIVERSITY,67.11,Master,Shanghai,Manufacturing,Biz Dev,No,376,52.6,9,91,66,62,15,38,9,53,NA
478,Jane699,Yes,Female,31,14.3,Job Board,HARVARD UNIVERSITY,72,Doctor,Seoul,Research,Tech Support,No,195,26.1,15,67,69,74,4,20,7,33.4,NA
3982,John700,No,Male,37,17.9,Job Board,PEKING UNIVERSITY,87.78,Master,Tokyo,Administration,Tech Support,No,70,23.4,15,71,76,98,23,11,24,39.8,NA
5447,John701,No,Male,34,17,Intern,THE UNIVERSITY OF TOKYO,77.78,Bachelor,Singapore,Research,Manufacturing,No,28,63.5,10,83,76,78,11,35,39,51.4,NA
1364,Jane702,Yes,Female,30,13,Job Board,SOGANG UNIVERSITY,86.44,HighSchool,Tokyo,Manufacturing,Marketing,No,265,47.8,4,95,72,94,91,15,3,45.8,NA
4051,John703,No,Male,37,27.3,Job Board,TSINGHUA UNIVERSITY,83.11,2-Year College,Shanghai,Research,Tech Support,Yes,43,47.5,8,81,84,90,19,16,22,39.9,NA
1860,Jane704,No,Female,40,26.2,Job Board,SOGANG UNIVERSITY,62.67,Bachelor,Singapore,Marketing,Marketing,No,55,47.9,7,92,71,76,88,73,86,67.7,47635
5163,John705,No,Male,37,20.2,Intern,SEOUL NATIONAL UNIVERSITY,79.33,Bachelor,Tokyo,Administration,Human Resources,No,63,41.6,14,68,78,78,92,85,32,62.6,NA
1581,John706,No,Male,43,21.3,Job Board,DUKE UNIVERSITY,84.22,Bachelor,Tokyo,Research,Biz Dev,No,119,43.2,14,78,74,94,22,43,22,46.3,NA
5168,John707,No,Male,29,8.7,Job Board,CORNELL UNIVERSITY,75.56,Bachelor,Singapore,Administration,Manufacturing,No,68,34.2,17,99,75,62,10,30,19,40.2,NA
5549,John708,No,Male,47,27.3,Special,OSAKA UNIVERSITY,94.89,HighSchool,Seoul,Manufacturing,Manufacturing,No,472,31.2,16,70,95,69,11,23,4,43.8,NA
4732,John709,No,Male,34,16.4,Job Board,SEOUL NATIONAL UNIVERSITY,79.78,2-Year College,Tokyo,Marketing,Biz Dev,No,139,34.4,15,75,68,95,39,20,26,48.1,101848
3281,John710,No,Male,41,20.4,Job Board,PEKING UNIVERSITY,76.89,2-Year College,Tokyo,Marketing,Marketing,No,62,34,12,83,74,62,92,77,12,62,24678
2396,Jane711,No,Female,41,27.6,Special,DUKE UNIVERSITY,85.11,HighSchool,Tokyo,Marketing,Marketing,No,174,56.2,9,77,79,91,88,73,1,58.6,42410
2740,John712,No,Male,47,29.4,Special,KYOTO UNIVERSITY,83.33,Doctor,Tokyo,Research,Tech Support,No,28,51.6,22,73,77,65,23,6,21,46,NA
3946,Jane713,No,Female,39,32.8,Job Board,KYOTO UNIVERSITY,86.44,2-Year College,Singapore,Research,Human Resources,Yes,34,50.1,11,100,82,70,84,74,36,63.4,NA
812,John714,No,Male,36,28.9,Job Board,OSAKA UNIVERSITY,85.11,Bachelor,Tokyo,Administration,Biz Dev,Yes,24,23,23,86,93,67,58,41,24,49.2,NA
750,John715,No,Male,34,12.5,Job Board,STOCKHOLM UNIVERSITY,76,Bachelor,Seoul,Marketing,Marketing,No,301,78.3,2,72,67,100,91,75,32,65.8,125778
1550,John716,No,Male,41,24.8,Job Board,KYOTO UNIVERSITY,77.33,Bachelor,Amsterdam,Manufacturing,Tech Support,No,288,41.5,22,92,69,90,15,13,8,47.4,NA
1986,John717,No,Male,41,20.6,Job Board,TSINGHUA UNIVERSITY,80,Bachelor,Singapore,Manufacturing,Biz Dev,No,153,40.2,15,81,96,68,39,57,54,56.2,NA
5390,John718,No,Male,34,24.7,Job Board,NAGOYA UNIVERSITY,69.78,Bachelor,Shanghai,Marketing,Biz Dev,Yes,13,40,13,96,71,62,34,42,22,46.3,18326
1707,John719,No,Male,42,24.6,Special,NAGOYA UNIVERSITY,85.6,Master,Singapore,Marketing,Manufacturing,No,58,66.3,8,71,99,89,21,19,84,52.2,131247
1759,John720,No,Male,40,17.6,Job Board,SOGANG UNIVERSITY,84.67,Master,Tokyo,Research,Tech Support,No,101,39.9,12,73,75,94,19,10,27,39.8,NA
5380,John721,No,Male,35,11,Job Board,PEKING UNIVERSITY,73.25,Bachelor,Amsterdam,Manufacturing,Tech Support,No,153,39.5,23,75,100,64,21,8,29,43.6,NA
5691,John722,No,Male,28,8.1,Intern,HOKKAIDO UNIVERSITY,95.75,Master,Singapore,Manufacturing,Quality Assurance,No,217,33.3,5,79,72,95,25,37,24,45.7,NA
4100,John723,No,Male,36,25.5,Special,OSAKA UNIVERSITY,81.56,Master,Singapore,Administration,Manufacturing,Yes,30,39.3,13,68,87,69,14,10,43,43.6,NA
2999,Jane724,No,Female,37,20.9,Job Board,PEKING UNIVERSITY,83.56,Master,USA,Manufacturing,Marketing,No,229,55,8,92,94,65,92,73,43,66.8,NA
3364,John725,No,Male,50,29.8,Job Board,SEOUL NATIONAL UNIVERSITY,73.02,Doctor,Singapore,Research,Tech Support,No,73,51.6,5,97,90,95,30,6,42,48.9,NA
5032,Jane726,No,Female,28,14,Job Board,PEKING UNIVERSITY,88,Bachelor,Tokyo,Administration,Manufacturing,No,21,49.7,7,84,79,76,19,73,8,48.2,NA
3200,John727,No,Male,39,21.3,Special,UNIVERSITY OF SUSSEX,74.67,Bachelor,Tokyo,Manufacturing,Manufacturing,No,292,45.6,16,91,70,85,11,27,26,43.9,NA
1583,John728,No,Male,35,15.7,Job Board,STANFORD UNIVERSITY,80.67,Bachelor,Shanghai,Marketing,Marketing,No,24,43.3,18,76,77,84,88,73,10,60.5,117068
850,John729,No,Male,34,13.8,Job Board,KYOTO UNIVERSITY,89.56,Doctor,Tokyo,Manufacturing,Manufacturing,No,216,49.9,19,72,89,78,12,41,23,49.3,NA
3711,John730,Yes,Male,37,16.2,Job Board,CORNELL UNIVERSITY,73.26,Master,Tokyo,Marketing,Manufacturing,No,183,39.6,21,77,89,84,17,26,28,37.9,151508
5008,John731,No,Male,34,14.9,Overseas,UNIVERSITY OF CAMBRIDGE,85.11,Bachelor,Tokyo,Manufacturing,Manufacturing,No,170,48.9,13,91,87,91,10,25,26,41.5,NA
4932,Jane732,No,Female,28,10.6,Job Board,SOGANG UNIVERSITY,86.74,HighSchool,Tokyo,Manufacturing,Biz Dev,No,168,55.6,7,74,90,75,21,47,12,52.8,NA
5318,John733,Yes,Male,44,22.1,Job Board,THE UNIVERSITY OF TOKYO,82.89,2-Year College,Shanghai,Marketing,Quality Assurance,No,188,47.6,5,69,87,80,32,16,4,37.7,130103
5585,John734,No,Male,27,15.4,Job Board,MIT,88.22,Bachelor,Tokyo,Marketing,Manufacturing,Yes,59,41.9,12,96,87,70,42,31,14,43.2,114509
390,John735,No,Male,47,30,Special,PEKING UNIVERSITY,77.11,2-Year College,USA,Research,Tech Support,No,101,34.2,15,86,81,68,22,7,48,41.7,NA
3466,John736,No,Male,47,27.2,Special,OSAKA UNIVERSITY,77.11,Bachelor,Tokyo,Manufacturing,Quality Assurance,No,206,40.2,25,98,85,70,95,31,26,50.1,NA
5563,Jane737,Yes,Female,47,31,Overseas,PRINCETON UNIVERSITY,71.33,Master,Singapore,Manufacturing,Biz Dev,No,512,41.8,13,78,75,66,48,25,39,43.1,NA
1410,Jane738,No,Female,38,28.2,Job Board,THE UNIVERSITY OF TOKYO,83.78,2-Year College,Singapore,Research,Finance,No,33,56.1,11,70,68,80,50,29,93,55.3,NA
770,John739,No,Male,37,30.7,Job Board,UNIVERSITY OF PENNSYLVANIA,66.67,Bachelor,USA,Research,Tech Support,Yes,28,49.7,9,68,95,90,4,21,45,48.5,NA
5111,John740,No,Male,34,14.8,Job Board,KYOTO UNIVERSITY,78.67,Bachelor,Singapore,Research,Tech Support,No,63,47.5,3,84,87,96,20,2,41,41,NA
4726,Jane741,No,Female,28,11.5,Job Board,YALE UNIVERSITY,84.19,Bachelor,Seoul,Administration,Quality Assurance,No,64,71.7,10,68,81,90,53,74,18,50.2,NA
309,John742,No,Male,34,16.9,Job Board,CORNELL UNIVERSITY,71.78,Bachelor,Singapore,Administration,Biz Dev,No,8,46.6,11,74,75,90,25,39,17,45.6,NA
1080,John743,No,Male,26,5.7,Job Board,OSAKA UNIVERSITY,85.78,Bachelor,Tokyo,Research,Quality Assurance,No,89,27.6,15,84,83,93,9,47,17,43.2,NA
4557,John744,No,Male,31,14.4,Intern,STANFORD UNIVERSITY,66,2-Year College,Singapore,Administration,Manufacturing,No,86,44.9,24,72,77,97,21,20,29,43.5,NA
3579,John745,No,Male,39,19.2,Job Board,CORNELL UNIVERSITY,96.22,Master,Seoul,Manufacturing,Biz Dev,No,308,29.8,10,88,66,91,36,45,2,51.4,NA
841,Jane746,Yes,Female,27,18.3,Overseas,LEIDEN UNIVERSITY,80.67,Bachelor,Shanghai,Marketing,Manufacturing,Yes,135,68.1,11,100,95,97,5,16,69,44.2,153518
4385,John747,No,Male,32,13.4,Job Board,CORNELL UNIVERSITY,91.11,Bachelor,Tokyo,Marketing,Legal,No,109,55.4,18,67,80,99,24,40,77,47.1,144651
2686,John748,No,Male,41,24.5,Intern,THE UNIVERSITY OF TOKYO,62.67,Bachelor,Tokyo,Manufacturing,Manufacturing,No,153,38.1,11,78,87,89,23,30,22,44.8,NA
4241,John749,No,Male,48,27.7,Job Board,HOKKAIDO UNIVERSITY,80,Master,Singapore,Manufacturing,Marketing,No,182,40.7,16,70,71,95,91,73,49,68.5,NA
3317,John750,No,Male,46,38.1,Job Board,UNIVERSITY OF OXFORD,76.44,2-Year College,Singapore,Manufacturing,Tech Support,Yes,192,32.3,15,83,92,64,25,4,48,43.5,NA
2279,John751,No,Male,33,14,Job Board,KYOTO UNIVERSITY,72.67,HighSchool,Tokyo,Marketing,Biz Dev,No,54,43.5,11,76,89,74,7,41,46,48,84352
1925,John752,Yes,Male,39,33.1,Job Board,SEOUL NATIONAL UNIVERSITY,77.33,Bachelor,Amsterdam,Research,Tech Support,Yes,283,35.7,9,76,69,78,20,16,17,35.6,NA
1971,John753,No,Male,42,25.5,Job Board,MIT,83.33,Bachelor,Tokyo,Research,Biz Dev,No,121,54.6,10,88,72,66,56,33,34,52.9,NA
2090,Jane754,No,Female,39,24.3,Job Board,STANFORD UNIVERSITY,67.56,Doctor,Singapore,Administration,Biz Dev,No,110,46.1,11,88,93,90,16,37,21,43.5,NA
1728,Jane755,No,Female,39,25.2,Job Board,DUKE UNIVERSITY,88,Master,Singapore,Research,Biz Dev,No,2,66.4,8,79,75,97,17,46,50,53,NA
2736,John756,No,Male,41,28.4,Special,STOCKHOLM UNIVERSITY,78.44,2-Year College,Tokyo,Manufacturing,Tech Support,Yes,225,35.7,19,72,88,74,12,29,27,44.4,NA
4520,John757,No,Male,37,20.9,Job Board,SEOUL NATIONAL UNIVERSITY,84.89,Bachelor,Tokyo,Research,Legal,No,28,53.5,12,97,79,99,32,33,73,55.8,NA
4946,John758,Yes,Male,26,4.7,Job Board,UNIVERSITY OF OXFORD,83.11,2-Year College,Shanghai,Research,Tech Support,No,173,48.2,13,69,76,74,26,26,20,41.4,NA
1848,John759,No,Male,42,30,Job Board,HOKKAIDO UNIVERSITY,88,2-Year College,Singapore,Research,Marketing,Yes,77,50.3,11,89,82,78,94,73,31,64.3,NA
2247,John760,No,Male,41,20.5,Job Board,UNIVERSITY OF CAMBRIDGE,75.78,Bachelor,Shanghai,Research,Marketing,No,185,46.1,6,75,90,69,91,74,26,62.5,NA
5073,John761,No,Male,32,10.7,Intern,KYOTO UNIVERSITY,76,2-Year College,Singapore,Research,Human Resources,No,80,42.6,12,72,91,92,94,87,40,63.6,NA
4841,John762,No,Male,31,12.8,Job Board,OSAKA UNIVERSITY,76.22,Bachelor,Shanghai,Research,Biz Dev,No,71,65.1,10,92,73,83,40,37,63,58,NA
5287,Jane763,No,Female,29,10.7,Intern,DUKE UNIVERSITY,78.89,Bachelor,Shanghai,Manufacturing,Tech Support,No,123,44.8,10,98,98,87,15,7,32,39.6,NA
1301,John764,No,Male,35,18.3,Job Board,PRINCETON UNIVERSITY,85.11,Master,Amsterdam,Marketing,Quality Assurance,No,377,57.6,15,78,94,94,9,26,39,45,125311
